stock,stock_time,gt_sentiment,pseudo_gt
AAPL,2019/11/18 0:00,Bullish,Bullish
AAPL,2019/11/19 0:00,Bearish,Bullish
AAPL,2019/11/20 0:00,Bearish,Bearish
AAPL,2019/11/29 0:00,Bearish,Bearish
AAPL,2019/11/4 0:00,Bullish,Bullish
AAPL,2019/11/8 0:00,Bullish,Bullish
AAPL,2019/12/23 0:00,Bullish,Bullish
AAPL,2019/12/24 0:00,Bullish,Bullish
AAPL,2019/12/26 0:00,Bullish,Bullish
AAPL,2019/12/27 0:00,Bearish,Bullish
AAPL,2019/12/30 0:00,Bullish,Bullish
AAPL,2019/12/31 0:00,Bullish,Bullish
AAPL,2019/2/11 0:00,Bullish,Bullish
AAPL,2019/2/12 0:00,Bullish,Bullish
AAPL,2019/2/25 0:00,Bullish,Bullish
AAPL,2019/2/26 0:00,Bullish,Bullish
AAPL,2019/2/27 0:00,Bullish,Bullish
AAPL,2019/3/14 0:00,Bullish,Bullish
AAPL,2019/3/15 0:00,Bullish,Bullish
AAPL,2019/3/18 0:00,Bullish,Bullish
AAPL,2019/3/20 0:00,Bullish,Bullish
AAPL,2019/3/21 0:00,Bullish,Bullish
AAPL,2019/3/22 0:00,Bearish,Bullish
AAPL,2019/3/4 0:00,Bullish,Bullish
AAPL,2019/3/5 0:00,Bearish,Bullish
AAPL,2019/4/10 0:00,Bullish,Bullish
AAPL,2019/4/11 0:00,Bearish,Bullish
AAPL,2019/4/15 0:00,Bullish,Bullish
AAPL,2019/4/16 0:00,Bullish,Bullish
AAPL,2019/4/17 0:00,Bullish,Bullish
AAPL,2019/4/18 0:00,Bullish,Bullish
AAPL,2019/4/22 0:00,Bullish,Bullish
AAPL,2019/4/23 0:00,Bullish,Bullish
AAPL,2019/4/24 0:00,Bearish,Bullish
AAPL,2019/4/30 0:00,Bearish,Bearish
AAPL,2019/4/8 0:00,Bullish,Bullish
AAPL,2019/5/10 0:00,Bearish,Bearish
AAPL,2019/5/13 0:00,Bearish,Bearish
AAPL,2019/5/6 0:00,Bullish,Bullish
AAPL,2019/6/20 0:00,Bullish,Bullish
AAPL,2019/6/28 0:00,Bearish,Bullish
AAPL,2019/6/4 0:00,Bullish,Bearish
AAPL,2019/6/6 0:00,Bullish,Bearish
AAPL,2019/7/11 0:00,Bearish,Bearish
AAPL,2019/7/31 0:00,Bullish,Bullish
AAPL,2019/8/12 0:00,Bearish,Bearish
AAPL,2019/8/21 0:00,Bullish,Bullish
AAPL,2019/9/19 0:00,Bearish,Bearish
AAPL,2019/9/23 0:00,Bullish,Bearish
AAPL,2019/9/26 0:00,Bearish,Bearish
AAPL,2020/1/10 0:00,Bullish,Bullish
AAPL,2020/1/13 0:00,Bullish,Bullish
AAPL,2020/1/14 0:00,Bearish,Bearish
AAPL,2020/1/16 0:00,Bullish,Bullish
AAPL,2020/1/17 0:00,Bullish,Bullish
AAPL,2020/1/2 0:00,Bullish,Bullish
AAPL,2020/1/22 0:00,Bullish,Bullish
AAPL,2020/1/23 0:00,Bullish,Bullish
AAPL,2020/1/3 0:00,Bearish,Bullish
AAPL,2020/1/6 0:00,Bullish,Bullish
AAPL,2020/1/7 0:00,Bearish,Bearish
AAPL,2020/1/8 0:00,Bullish,Bullish
AAPL,2020/1/9 0:00,Bullish,Bullish
AAPL,2020/10/12 0:00,Bullish,Bullish
AAPL,2020/10/13 0:00,Bearish,Bullish
AAPL,2020/10/14 0:00,Bullish,Bullish
AAPL,2020/10/15 0:00,Bearish,Bearish
AAPL,2020/10/19 0:00,Bearish,Bullish
AAPL,2020/10/27 0:00,Bullish,Bullish
AAPL,2020/10/29 0:00,Bullish,Bearish
AAPL,2020/10/9 0:00,Bullish,Bullish
AAPL,2020/11/13 0:00,Bullish,Bullish
AAPL,2020/11/19 0:00,Bullish,Bullish
AAPL,2020/11/23 0:00,Bearish,Bearish
AAPL,2020/11/25 0:00,Bullish,Bullish
AAPL,2020/11/30 0:00,Bullish,Bullish
AAPL,2020/11/4 0:00,Bullish,Bearish
AAPL,2020/12/9 0:00,Bearish,Bearish
AAPL,2020/2/19 0:00,Bullish,Bullish
AAPL,2020/2/24 0:00,Bearish,Bearish
AAPL,2020/2/25 0:00,Bearish,Bearish
AAPL,2020/2/26 0:00,Bullish,Bearish
AAPL,2020/2/28 0:00,Bearish,Bullish
AAPL,2020/2/3 0:00,Bearish,Bullish
AAPL,2020/2/5 0:00,Bullish,Bullish
AAPL,2020/3/16 0:00,Bearish,Bearish
AAPL,2020/3/19 0:00,Bearish,Bearish
AAPL,2020/3/20 0:00,Bearish,Bearish
AAPL,2020/3/23 0:00,Bearish,Bearish
AAPL,2020/3/25 0:00,Bearish,Bearish
AAPL,2020/3/26 0:00,Bullish,Bearish
AAPL,2020/3/30 0:00,Bullish,Bullish
AAPL,2020/3/6 0:00,Bearish,Bearish
AAPL,2020/4/1 0:00,Bearish,Bearish
AAPL,2020/4/17 0:00,Bearish,Bearish
AAPL,2020/4/29 0:00,Bullish,Bearish
AAPL,2020/5/11 0:00,Bullish,Bullish
AAPL,2020/6/17 0:00,Bearish,Bearish
AAPL,2020/6/18 0:00,Bullish,Bullish
AAPL,2020/6/19 0:00,Bearish,Bullish
AAPL,2020/6/29 0:00,Bullish,Bullish
AAPL,2020/7/10 0:00,Bullish,Bullish
AAPL,2020/7/31 0:00,Bullish,Bullish
AAPL,2020/7/8 0:00,Bullish,Bullish
AAPL,2020/7/9 0:00,Bullish,Bullish
AAPL,2020/8/10 0:00,Bullish,Bullish
AAPL,2020/8/12 0:00,Bullish,Bullish
AAPL,2020/8/13 0:00,Bullish,Bullish
AAPL,2020/8/14 0:00,Bearish,Bearish
AAPL,2020/8/20 0:00,Bullish,Bullish
AAPL,2020/8/24 0:00,Bullish,Bullish
AAPL,2020/8/25 0:00,Bearish,Bullish
AAPL,2020/8/26 0:00,Bullish,Bullish
AAPL,2020/8/27 0:00,Bearish,Bearish
AAPL,2020/8/28 0:00,Bearish,Bearish
AAPL,2020/8/3 0:00,Bullish,Bullish
AAPL,2020/8/31 0:00,Bullish,Bullish
AAPL,2020/9/1 0:00,Bullish,Bullish
AAPL,2020/9/18 0:00,Bearish,Bearish
AAPL,2020/9/2 0:00,Bearish,Bearish
AAPL,2020/9/23 0:00,Bearish,Bearish
AAPL,2020/9/24 0:00,Bullish,Bearish
AAPL,2020/9/3 0:00,Bearish,Bullish
AAPL,2020/9/30 0:00,Bullish,Bearish
AAPL,2020/9/4 0:00,Bullish,Bullish
AAPL,2020/9/8 0:00,Bearish,Bearish
AAPL,2021/1/26 0:00,Bullish,Bullish
AAPL,2021/1/4 0:00,Bearish,Bearish
AAPL,2021/10/12 0:00,Bearish,Bearish
AAPL,2021/10/18 0:00,Bullish,Bullish
AAPL,2021/10/19 0:00,Bullish,Bullish
AAPL,2021/10/20 0:00,Bullish,Bullish
AAPL,2021/10/22 0:00,Bearish,Bearish
AAPL,2021/10/25 0:00,Bearish,Bullish
AAPL,2021/10/26 0:00,Bullish,Bullish
AAPL,2021/10/28 0:00,Bullish,Bullish
AAPL,2021/10/29 0:00,Bearish,Bearish
AAPL,2021/10/8 0:00,Bullish,Bearish
AAPL,2021/11/10 0:00,Bearish,Bullish
AAPL,2021/11/17 0:00,Bullish,Bullish
AAPL,2021/11/18 0:00,Bullish,Bullish
AAPL,2021/11/29 0:00,Bullish,Bullish
AAPL,2021/11/3 0:00,Bullish,Bullish
AAPL,2021/11/5 0:00,Bullish,Bullish
AAPL,2021/11/8 0:00,Bearish,Bearish
AAPL,2021/12/10 0:00,Bullish,Bullish
AAPL,2021/12/13 0:00,Bearish,Bearish
AAPL,2021/12/14 0:00,Bearish,Bearish
AAPL,2021/12/16 0:00,Bearish,Bearish
AAPL,2021/12/17 0:00,Bearish,Bearish
AAPL,2021/12/2 0:00,Bearish,Bearish
AAPL,2021/12/3 0:00,Bearish,Bearish
AAPL,2021/12/31 0:00,Bearish,Bearish
AAPL,2021/12/9 0:00,Bearish,Bearish
AAPL,2021/2/2 0:00,Bullish,Bullish
AAPL,2021/2/22 0:00,Bearish,Bearish
AAPL,2021/2/3 0:00,Bearish,Bearish
AAPL,2021/3/1 0:00,Bullish,Bullish
AAPL,2021/3/10 0:00,Bearish,Bearish
AAPL,2021/3/12 0:00,Bearish,Bearish
AAPL,2021/3/17 0:00,Bearish,Bearish
AAPL,2021/3/18 0:00,Bearish,Bearish
AAPL,2021/3/19 0:00,Bearish,Bearish
AAPL,2021/3/23 0:00,Bearish,Bearish
AAPL,2021/3/24 0:00,Bearish,Bearish
AAPL,2021/3/25 0:00,Bullish,Bullish
AAPL,2021/3/29 0:00,Bullish,Bullish
AAPL,2021/3/30 0:00,Bearish,Bearish
AAPL,2021/3/8 0:00,Bearish,Bearish
AAPL,2021/4/1 0:00,Bullish,Bearish
AAPL,2021/4/16 0:00,Bearish,Bearish
AAPL,2021/4/22 0:00,Bearish,Bearish
AAPL,2021/4/28 0:00,Bearish,Bearish
AAPL,2021/4/29 0:00,Bearish,Bearish
AAPL,2021/4/30 0:00,Bearish,Bearish
AAPL,2021/5/10 0:00,Bearish,Bearish
AAPL,2021/5/11 0:00,Bearish,Bearish
AAPL,2021/5/12 0:00,Bearish,Bearish
AAPL,2021/5/17 0:00,Bearish,Bearish
AAPL,2021/5/19 0:00,Bearish,Bearish
AAPL,2021/5/21 0:00,Bearish,Bearish
AAPL,2021/5/25 0:00,Bearish,Bearish
AAPL,2021/5/26 0:00,Bearish,Bearish
AAPL,2021/5/27 0:00,Bearish,Bearish
AAPL,2021/5/28 0:00,Bearish,Bearish
AAPL,2021/5/6 0:00,Bearish,Bearish
AAPL,2021/6/1 0:00,Bearish,Bearish
AAPL,2021/6/15 0:00,Bullish,Bearish
AAPL,2021/6/22 0:00,Bullish,Bullish
AAPL,2021/6/3 0:00,Bearish,Bearish
AAPL,2021/6/30 0:00,Bullish,Bullish
AAPL,2021/6/4 0:00,Bullish,Bullish
AAPL,2021/6/9 0:00,Bullish,Bearish
AAPL,2021/7/1 0:00,Bullish,Bullish
AAPL,2021/7/12 0:00,Bearish,Bearish
AAPL,2021/7/2 0:00,Bullish,Bullish
AAPL,2021/7/28 0:00,Bearish,Bearish
AAPL,2021/7/7 0:00,Bullish,Bullish
AAPL,2021/8/13 0:00,Bullish,Bullish
AAPL,2021/8/20 0:00,Bullish,Bearish
AAPL,2021/8/24 0:00,Bearish,Bearish
AAPL,2021/8/26 0:00,Bearish,Bearish
AAPL,2021/8/9 0:00,Bearish,Bearish
AAPL,2021/9/13 0:00,Bullish,Bullish
AAPL,2021/9/15 0:00,Bullish,Bullish
AAPL,2021/9/3 0:00,Bullish,Bullish
AAPL,2021/9/7 0:00,Bullish,Bearish
AAPL,2022/1/10 0:00,Bullish,Bullish
AAPL,2022/1/18 0:00,Bearish,Bearish
AAPL,2022/1/20 0:00,Bearish,Bearish
AAPL,2022/1/24 0:00,Bearish,Bearish
AAPL,2022/1/25 0:00,Bearish,Bearish
AAPL,2022/1/26 0:00,Bearish,Bearish
AAPL,2022/1/6 0:00,Bearish,Bearish
AAPL,2022/10/10 0:00,Bullish,Bullish
AAPL,2022/10/14 0:00,Bearish,Bullish
AAPL,2022/10/17 0:00,Bullish,Bearish
AAPL,2022/10/28 0:00,Bullish,Bullish
AAPL,2022/11/11 0:00,Bullish,Bullish
AAPL,2022/11/16 0:00,Bearish,Bearish
AAPL,2022/11/22 0:00,Bullish,Bearish
AAPL,2022/11/3 0:00,Bearish,Bearish
AAPL,2022/12/2 0:00,Bearish,Bearish
AAPL,2022/12/27 0:00,Bearish,Bearish
AAPL,2022/12/29 0:00,Bullish,Bullish
AAPL,2022/12/6 0:00,Bearish,Bearish
AAPL,2022/12/9 0:00,Bearish,Bearish
AAPL,2022/2/17 0:00,Bearish,Bearish
AAPL,2022/3/29 0:00,Bullish,Bullish
AAPL,2022/4/25 0:00,Bullish,Bullish
AAPL,2022/4/28 0:00,Bullish,Bearish
AAPL,2022/4/6 0:00,Bearish,Bearish
AAPL,2022/5/10 0:00,Bullish,Bearish
AAPL,2022/5/11 0:00,Bearish,Bearish
AAPL,2022/5/12 0:00,Bearish,Bearish
AAPL,2022/5/16 0:00,Bearish,Bullish
AAPL,2022/5/18 0:00,Bearish,Bearish
AAPL,2022/5/19 0:00,Bearish,Bearish
AAPL,2022/5/23 0:00,Bullish,Bullish
AAPL,2022/5/24 0:00,Bearish,Bearish
AAPL,2022/5/31 0:00,Bearish,Bearish
AAPL,2022/5/5 0:00,Bearish,Bearish
AAPL,2022/6/10 0:00,Bearish,Bearish
AAPL,2022/6/13 0:00,Bearish,Bearish
AAPL,2022/6/21 0:00,Bullish,Bullish
AAPL,2022/6/22 0:00,Bearish,Bearish
AAPL,2022/6/6 0:00,Bearish,Bearish
AAPL,2022/6/9 0:00,Bearish,Bearish
AAPL,2022/7/18 0:00,Bearish,Bearish
AAPL,2022/7/19 0:00,Bullish,Bullish
AAPL,2022/8/31 0:00,Bearish,Bearish
AAPL,2022/8/9 0:00,Bullish,Bullish
AAPL,2022/9/1 0:00,Bullish,Bullish
AAPL,2022/9/13 0:00,Bearish,Bearish
AAPL,2022/9/14 0:00,Bullish,Bearish
AAPL,2022/9/22 0:00,Bearish,Bearish
AAPL,2022/9/28 0:00,Bearish,Bearish
AAPL,2022/9/29 0:00,Bearish,Bearish
AAPL,2022/9/6 0:00,Bearish,Bearish
AAPL,2022/9/7 0:00,Bullish,Bullish
AAPL,2023/1/3 0:00,Bearish,Bearish
AAPL,2023/1/31 0:00,Bullish,Bullish
AAPL,2023/1/5 0:00,Bearish,Bearish
AAPL,2023/11/10 0:00,Bullish,Bullish
AAPL,2023/11/15 0:00,Bullish,Bullish
AAPL,2023/11/17 0:00,Bearish,Bearish
AAPL,2023/11/3 0:00,Bearish,Bearish
AAPL,2023/12/18 0:00,Bearish,Bearish
AAPL,2023/2/1 0:00,Bullish,Bullish
AAPL,2023/2/2 0:00,Bullish,Bullish
AAPL,2023/2/27 0:00,Bullish,Bullish
AAPL,2023/2/3 0:00,Bullish,Bullish
AAPL,2023/2/7 0:00,Bullish,Bullish
AAPL,2023/2/8 0:00,Bearish,Bullish
AAPL,2023/2/9 0:00,Bearish,Bullish
AAPL,2023/3/20 0:00,Bullish,Bullish
AAPL,2023/4/13 0:00,Bullish,Bullish
AAPL,2023/4/20 0:00,Bearish,Bearish
AAPL,2023/4/24 0:00,Bullish,Bullish
AAPL,2023/4/3 0:00,Bullish,Bullish
AAPL,2023/4/6 0:00,Bearish,Bearish
AAPL,2023/5/12 0:00,Bearish,Bearish
AAPL,2023/5/15 0:00,Bearish,Bearish
AAPL,2023/5/22 0:00,Bearish,Bearish
AAPL,2023/5/30 0:00,Bullish,Bullish
AAPL,2023/5/4 0:00,Bearish,Bearish
AAPL,2023/5/8 0:00,Bearish,Bearish
AAPL,2023/5/9 0:00,Bearish,Bearish
AAPL,2023/6/1 0:00,Bullish,Bullish
AAPL,2023/6/16 0:00,Bearish,Bearish
AAPL,2023/6/26 0:00,Bullish,Bullish
AAPL,2023/6/27 0:00,Bullish,Bullish
AAPL,2023/6/28 0:00,Bullish,Bullish
AAPL,2023/6/29 0:00,Bullish,Bullish
AAPL,2023/6/30 0:00,Bullish,Bullish
AAPL,2023/6/5 0:00,Bearish,Bearish
AAPL,2023/6/6 0:00,Bearish,Bearish
AAPL,2023/6/7 0:00,Bearish,Bearish
AAPL,2023/7/10 0:00,Bearish,Bearish
AAPL,2023/7/11 0:00,Bearish,Bearish
AAPL,2023/7/13 0:00,Bullish,Bullish
AAPL,2023/7/14 0:00,Bullish,Bullish
AAPL,2023/7/17 0:00,Bullish,Bullish
AAPL,2023/7/3 0:00,Bearish,Bearish
AAPL,2023/7/5 0:00,Bearish,Bearish
AAPL,2023/7/6 0:00,Bullish,Bearish
AAPL,2023/7/7 0:00,Bearish,Bearish
AAPL,2023/8/1 0:00,Bearish,Bullish
AAPL,2023/8/10 0:00,Bearish,Bearish
AAPL,2023/8/16 0:00,Bearish,Bearish
AAPL,2023/8/2 0:00,Bearish,Bearish
AAPL,2023/8/24 0:00,Bearish,Bearish
AAPL,2023/8/4 0:00,Bearish,Bearish
AAPL,2023/8/7 0:00,Bearish,Bearish
AAPL,2023/8/8 0:00,Bullish,Bearish
AAPL,2023/8/9 0:00,Bearish,Bearish
AAPL,2023/9/13 0:00,Bearish,Bearish
AAPL,2023/9/14 0:00,Bullish,Bullish
AAPL,2023/9/18 0:00,Bullish,Bullish
AAPL,2023/9/19 0:00,Bullish,Bullish
AAPL,2023/9/28 0:00,Bullish,Bearish
AAPL,2023/9/5 0:00,Bullish,Bullish
ABAT,2021/8/31 0:00,Bearish,Bearish
ABCL,2022/3/7 0:00,Bearish,Bearish
ABCL,2022/8/22 0:00,Bearish,Bearish
ABEO,2022/7/6 0:00,Bearish,Bearish
ABIO,2020/11/24 0:00,Bearish,Bearish
ABIO,2020/5/29 0:00,Bearish,Bearish
ABIO,2020/9/16 0:00,Bearish,Bearish
ABIO,2020/9/24 0:00,Bearish,Bearish
ABNB,2020/12/11 0:00,Bearish,Bearish
ABNB,2022/5/5 0:00,Bearish,Bearish
ABNB,2022/5/6 0:00,Bearish,Bearish
ABR,2019/2/25 0:00,Bullish,Bullish
ABUS,2021/12/14 0:00,Bearish,Bearish
ACAD,2019/9/10 0:00,Bullish,Bullish
ACAD,2019/9/11 0:00,Bullish,Bullish
ACB,2019/11/14 0:00,Bearish,Bearish
ACB,2019/11/15 0:00,Bearish,Bearish
ACB,2019/11/22 0:00,Bearish,Bearish
ACB,2019/11/6 0:00,Bearish,Bearish
ACB,2019/12/18 0:00,Bearish,Bearish
ACB,2020/11/18 0:00,Bearish,Bearish
ACB,2020/2/27 0:00,Bearish,Bearish
ACB,2021/1/11 0:00,Bullish,Bearish
ACB,2021/1/8 0:00,Bearish,Bearish
ACB,2022/8/26 0:00,Bearish,Bearish
ACB,2023/3/23 0:00,Bearish,Bearish
ACET,2019/3/13 0:00,Bearish,Bearish
ACHR,2023/8/1 0:00,Bearish,Bearish
ACHV,2019/1/25 0:00,Bearish,Bearish
ACHV,2019/2/25 0:00,Bearish,Bearish
ACI,2020/8/26 0:00,Bullish,Bullish
ACOR,2020/10/12 0:00,Bearish,Bearish
ACOR,2020/9/28 0:00,Bearish,Bearish
ACOR,2020/9/30 0:00,Bearish,Bearish
ACST,2021/2/24 0:00,Bullish,Bullish
ADBE,2022/1/27 0:00,Bearish,Bearish
ADBE,2022/3/23 0:00,Bearish,Bearish
ADBE,2022/9/16 0:00,Bearish,Bearish
ADBE,2022/9/19 0:00,Bearish,Bearish
ADBE,2022/9/20 0:00,Bearish,Bearish
ADBE,2022/9/21 0:00,Bearish,Bearish
ADBE,2023/6/16 0:00,Bullish,Bullish
ADD,2021/11/3 0:00,Bearish,Bearish
ADD,2021/2/23 0:00,Bullish,Bullish
ADD,2021/4/13 0:00,Bearish,Bearish
ADD,2021/5/10 0:00,Bearish,Bearish
ADD,2021/5/6 0:00,Bearish,Bearish
ADD,2022/9/27 0:00,Bullish,Bullish
ADI,2019/2/20 0:00,Bullish,Bullish
ADMA,2020/11/25 0:00,Bearish,Bearish
ADMA,2020/8/31 0:00,Bearish,Bearish
ADMA,2021/4/29 0:00,Bearish,Bearish
ADMA,2021/5/6 0:00,Bearish,Bearish
ADTX,2020/11/23 0:00,Bearish,Bearish
ADTX,2020/8/7 0:00,Bearish,Bearish
ADTX,2021/1/22 0:00,Bearish,Bearish
ADTX,2022/10/10 0:00,Bearish,Bearish
ADTX,2022/9/21 0:00,Bearish,Bearish
ADTX,2022/9/23 0:00,Bearish,Bearish
ADTX,2022/9/26 0:00,Bullish,Bearish
ADTX,2023/12/13 0:00,Bullish,Bearish
ADTX,2023/8/21 0:00,Bearish,Bearish
ADTX,2023/8/25 0:00,Bearish,Bearish
ADXN,2021/1/22 0:00,Bearish,Bearish
AEHL,2019/1/3 0:00,Bearish,Bearish
AEHL,2019/11/27 0:00,Bearish,Bearish
AEHL,2021/8/4 0:00,Bearish,Bearish
AEHR,2021/9/28 0:00,Bearish,Bearish
AEI,2022/5/20 0:00,Bearish,Bearish
AEI,2022/5/24 0:00,Bearish,Bearish
AEI,2023/2/7 0:00,Bullish,Bullish
AEM,2019/2/19 0:00,Bullish,Bullish
AEM,2020/8/6 0:00,Bullish,Bullish
AEM,2023/10/30 0:00,Bearish,Bearish
AEMD,2020/1/14 0:00,Bearish,Bearish
AEMD,2022/2/23 0:00,Bearish,Bearish
AEZS,2020/10/27 0:00,Bearish,Bearish
AEZS,2020/10/28 0:00,Bearish,Bearish
AEZS,2020/11/2 0:00,Bearish,Bearish
AEZS,2021/2/9 0:00,Bearish,Bearish
AEZS,2021/3/17 0:00,Bearish,Bearish
AEZS,2021/3/18 0:00,Bearish,Bearish
AEZS,2021/3/24 0:00,Bearish,Bearish
AEZS,2021/6/10 0:00,Bearish,Bearish
AEZS,2022/3/18 0:00,Bullish,Bearish
AFMD,2021/4/12 0:00,Bearish,Bearish
AFMD,2021/7/16 0:00,Bearish,Bearish
AFMD,2021/7/19 0:00,Bearish,Bearish
AFRM,2021/10/15 0:00,Bearish,Bearish
AFRM,2021/5/7 0:00,Bearish,Bearish
AFRM,2022/2/14 0:00,Bearish,Bearish
AFRM,2022/2/25 0:00,Bullish,Bullish
AG,2019/2/19 0:00,Bullish,Bullish
AGAE,2021/11/19 0:00,Bearish,Bearish
AGAE,2021/3/12 0:00,Bearish,Bearish
AGCO,2023/11/8 0:00,Bullish,Bullish
AGCO,2023/12/18 0:00,Bearish,Bearish
AGFY,2022/10/10 0:00,Bearish,Bearish
AGFY,2022/10/20 0:00,Bearish,Bearish
AGFY,2022/10/21 0:00,Bearish,Bearish
AGFY,2022/10/24 0:00,Bearish,Bearish
AGFY,2022/10/26 0:00,Bearish,Bearish
AGFY,2022/10/31 0:00,Bearish,Bearish
AGFY,2022/11/1 0:00,Bearish,Bearish
AGFY,2022/11/3 0:00,Bearish,Bullish
AGRI,2023/6/30 0:00,Bearish,Bearish
AGRI,2023/9/18 0:00,Bearish,Bearish
AGRX,2019/11/7 0:00,Bearish,Bearish
AGRX,2020/2/20 0:00,Bearish,Bearish
AGRX,2021/10/19 0:00,Bearish,Bearish
AGRX,2022/10/6 0:00,Bearish,Bearish
AGRX,2022/9/29 0:00,Bearish,Bearish
AGS,2019/8/14 0:00,Bearish,Bearish
AHG,2020/8/14 0:00,Bearish,Bearish
AHG,2021/10/22 0:00,Bearish,Bearish
AHI,2023/6/13 0:00,Bearish,Bearish
AHI,2023/6/14 0:00,Bearish,Bearish
AHI,2023/6/26 0:00,Bearish,Bearish
AHI,2023/6/30 0:00,Bearish,Bearish
AHI,2023/8/3 0:00,Bullish,Bearish
AHI,2023/9/28 0:00,Bearish,Bearish
AHT,2020/11/10 0:00,Bearish,Bearish
AHT,2020/11/11 0:00,Bearish,Bearish
AHT,2021/5/6 0:00,Bearish,Bullish
AHT,2021/6/3 0:00,Bearish,Bearish
AHT,2021/7/6 0:00,Bearish,Bearish
AI,2021/12/3 0:00,Bearish,Bearish
AI,2021/4/15 0:00,Bearish,Bearish
AI,2023/2/1 0:00,Bullish,Bearish
AI,2023/2/13 0:00,Bearish,Bearish
AI,2023/2/16 0:00,Bearish,Bearish
AI,2023/2/17 0:00,Bearish,Bearish
AI,2023/3/6 0:00,Bearish,Bearish
AI,2023/4/14 0:00,Bearish,Bearish
AI,2023/4/26 0:00,Bullish,Bearish
AI,2023/5/31 0:00,Bearish,Bearish
AI,2023/6/1 0:00,Bearish,Bearish
AI,2023/6/2 0:00,Bearish,Bearish
AI,2023/6/20 0:00,Bearish,Bearish
AI,2023/9/7 0:00,Bearish,Bearish
AIHS,2019/10/21 0:00,Bearish,Bearish
AIHS,2019/10/22 0:00,Bearish,Bearish
AIHS,2019/11/18 0:00,Bearish,Bearish
AIM,2019/10/11 0:00,Bearish,Bearish
AIM,2020/3/25 0:00,Bearish,Bearish
AIM,2020/3/31 0:00,Bearish,Bearish
AIM,2022/4/12 0:00,Bearish,Bearish
AIRE,2023/11/17 0:00,Bearish,Bearish
AIXI,2023/6/30 0:00,Bearish,Bearish
AIXI,2023/8/2 0:00,Bearish,Bearish
AKBA,2020/9/18 0:00,Bearish,Bearish
AKBA,2021/1/7 0:00,Bullish,Bullish
AKBA,2021/2/19 0:00,Bullish,Bullish
AKBA,2021/2/5 0:00,Bullish,Bullish
AKBA,2021/2/8 0:00,Bullish,Bullish
AKLI,2022/8/24 0:00,Bearish,Bearish
AKLI,2022/8/25 0:00,Bearish,Bearish
AKTX,2019/3/14 0:00,Bearish,Bearish
AKTX,2019/6/20 0:00,Bearish,Bearish
ALAR,2019/3/15 0:00,Bearish,Bearish
ALB,2020/1/16 0:00,Bullish,Bullish
ALB,2021/7/16 0:00,Bearish,Bearish
ALB,2023/9/6 0:00,Bearish,Bearish
