stock,stock_time,gt_sentiment,pseudo_gt
BA,2020/4/8 0:00,Bullish,Bearish
BA,2020/5/26 0:00,Bullish,Bearish
BA,2020/6/18 0:00,Bearish,Bearish
BA,2020/6/19 0:00,Bearish,Bearish
BA,2020/6/29 0:00,Bullish,Bearish
BA,2020/6/30 0:00,Bearish,Bearish
BA,2020/6/8 0:00,Bullish,Bullish
BA,2020/7/1 0:00,Bearish,Bearish
BA,2020/7/2 0:00,Bullish,Bearish
BA,2020/7/20 0:00,Bearish,Bearish
BA,2020/7/7 0:00,Bearish,Bearish
BA,2020/7/9 0:00,Bearish,Bearish
BA,2020/9/23 0:00,Bearish,Bearish
BA,2021/1/11 0:00,Bearish,Bearish
BA,2021/1/12 0:00,Bullish,Bearish
BA,2021/1/13 0:00,Bearish,Bearish
BA,2021/1/15 0:00,Bearish,Bearish
BA,2021/1/25 0:00,Bearish,Bearish
BA,2021/1/26 0:00,Bearish,Bearish
BA,2021/1/27 0:00,Bearish,Bearish
BA,2021/1/29 0:00,Bearish,Bearish
BA,2021/1/4 0:00,Bearish,Bearish
BA,2021/10/11 0:00,Bullish,Bullish
BA,2021/10/15 0:00,Bearish,Bearish
BA,2021/10/25 0:00,Bearish,Bearish
BA,2021/10/8 0:00,Bullish,Bearish
BA,2021/11/2 0:00,Bearish,Bearish
BA,2021/11/8 0:00,Bearish,Bearish
BA,2021/12/15 0:00,Bearish,Bearish
BA,2021/12/20 0:00,Bearish,Bearish
BA,2021/12/30 0:00,Bearish,Bearish
BA,2021/12/31 0:00,Bearish,Bearish
BA,2021/2/25 0:00,Bearish,Bearish
BA,2021/3/10 0:00,Bullish,Bullish
BA,2021/3/12 0:00,Bullish,Bullish
BA,2021/3/2 0:00,Bearish,Bearish
BA,2021/3/5 0:00,Bearish,Bearish
BA,2021/3/8 0:00,Bullish,Bullish
BA,2021/3/9 0:00,Bullish,Bullish
BA,2021/4/19 0:00,Bearish,Bearish
BA,2021/4/20 0:00,Bearish,Bearish
BA,2021/4/26 0:00,Bullish,Bearish
BA,2021/5/11 0:00,Bearish,Bearish
BA,2021/5/7 0:00,Bullish,Bearish
BA,2021/7/15 0:00,Bearish,Bearish
BA,2021/7/19 0:00,Bearish,Bearish
BA,2021/7/29 0:00,Bullish,Bearish
BA,2021/8/11 0:00,Bullish,Bearish
BA,2021/8/13 0:00,Bearish,Bearish
BA,2021/8/16 0:00,Bearish,Bearish
BA,2021/8/2 0:00,Bearish,Bearish
BA,2021/8/3 0:00,Bullish,Bearish
BA,2021/8/4 0:00,Bearish,Bearish
BA,2021/9/24 0:00,Bullish,Bullish
BA,2021/9/28 0:00,Bearish,Bullish
BA,2022/1/4 0:00,Bullish,Bearish
BA,2022/2/11 0:00,Bearish,Bearish
BA,2022/2/17 0:00,Bearish,Bearish
BA,2022/4/11 0:00,Bearish,Bearish
BA,2022/4/18 0:00,Bearish,Bearish
BA,2022/4/26 0:00,Bearish,Bearish
BA,2022/4/28 0:00,Bearish,Bearish
BA,2022/4/29 0:00,Bearish,Bearish
BA,2022/5/10 0:00,Bearish,Bearish
BA,2022/5/12 0:00,Bearish,Bearish
BA,2022/5/16 0:00,Bearish,Bearish
BA,2022/5/20 0:00,Bearish,Bearish
BA,2022/5/24 0:00,Bearish,Bearish
BA,2022/5/27 0:00,Bullish,Bearish
BA,2022/5/9 0:00,Bearish,Bearish
BA,2022/6/16 0:00,Bearish,Bearish
BA,2022/6/21 0:00,Bearish,Bearish
BA,2022/6/28 0:00,Bearish,Bearish
BA,2022/7/18 0:00,Bearish,Bearish
BA,2023/1/9 0:00,Bearish,Bullish
BA,2023/12/11 0:00,Bullish,Bullish
BA,2023/12/12 0:00,Bullish,Bullish
BA,2023/12/13 0:00,Bullish,Bullish
BA,2023/12/14 0:00,Bullish,Bullish
BA,2023/12/15 0:00,Bullish,Bullish
BA,2023/12/21 0:00,Bullish,Bullish
BA,2023/12/26 0:00,Bullish,Bullish
BA,2023/12/27 0:00,Bearish,Bullish
BA,2023/12/4 0:00,Bullish,Bullish
BA,2023/12/7 0:00,Bullish,Bullish
BA,2023/12/8 0:00,Bullish,Bullish
BA,2023/2/15 0:00,Bearish,Bearish
BA,2023/3/14 0:00,Bullish,Bearish
BA,2023/3/15 0:00,Bearish,Bearish
BA,2023/3/6 0:00,Bearish,Bearish
BA,2023/6/26 0:00,Bearish,Bearish
BA,2023/7/3 0:00,Bearish,Bearish
BAC,2019/1/17 0:00,Bullish,Bullish
BAC,2019/1/18 0:00,Bullish,Bullish
BAC,2019/1/28 0:00,Bullish,Bullish
BAC,2019/3/19 0:00,Bearish,Bearish
BAC,2019/3/20 0:00,Bearish,Bearish
BAC,2019/3/27 0:00,Bearish,Bearish
BAC,2019/6/17 0:00,Bearish,Bullish
BAC,2019/6/21 0:00,Bearish,Bullish
BAC,2020/4/7 0:00,Bullish,Bearish
BAC,2021/10/8 0:00,Bullish,Bearish
BAC,2021/3/10 0:00,Bullish,Bullish
BAC,2021/3/11 0:00,Bearish,Bearish
BAC,2021/6/15 0:00,Bearish,Bearish
BAC,2022/1/27 0:00,Bearish,Bearish
BAC,2022/4/13 0:00,Bearish,Bearish
BAC,2022/4/21 0:00,Bearish,Bearish
BAC,2022/4/22 0:00,Bearish,Bearish
BAC,2022/4/6 0:00,Bearish,Bearish
BAC,2022/5/16 0:00,Bearish,Bearish
BAC,2022/7/14 0:00,Bearish,Bearish
BAC,2023/4/13 0:00,Bullish,Bullish
BAC,2023/5/17 0:00,Bullish,Bullish
BAC,2023/7/19 0:00,Bullish,Bullish
BBY,2021/4/26 0:00,Bearish,Bearish
BBY,2022/3/15 0:00,Bullish,Bearish
BBY,2023/1/30 0:00,Bullish,Bullish
BDX,2020/7/8 0:00,Bullish,Bullish
BLK,2019/4/24 0:00,Bullish,Bullish
BMY,2019/9/12 0:00,Bullish,Bullish
BMY,2020/8/28 0:00,Bearish,Bearish
BMY,2021/11/1 0:00,Bullish,Bearish
BMY,2022/1/4 0:00,Bearish,Bearish
BMY,2022/6/17 0:00,Bullish,Bullish
C,2020/10/26 0:00,Bearish,Bearish
C,2021/9/15 0:00,Bullish,Bullish
CAG,2022/10/10 0:00,Bullish,Bullish
CARR,2020/4/28 0:00,Bullish,Bullish
CARR,2021/12/6 0:00,Bearish,Bearish
CAT,2022/2/7 0:00,Bearish,Bearish
CAT,2023/8/2 0:00,Bearish,Bearish
CCL,2020/10/30 0:00,Bullish,Bullish
CCL,2020/10/9 0:00,Bullish,Bullish
CCL,2020/11/10 0:00,Bearish,Bearish
CCL,2020/11/2 0:00,Bearish,Bullish
CCL,2020/12/1 0:00,Bullish,Bullish
CCL,2020/12/4 0:00,Bullish,Bullish
CCL,2020/3/10 0:00,Bullish,Bearish
CCL,2020/3/11 0:00,Bearish,Bearish
CCL,2020/3/12 0:00,Bearish,Bearish
CCL,2020/3/13 0:00,Bullish,Bearish
CCL,2020/3/16 0:00,Bearish,Bearish
CCL,2020/3/17 0:00,Bearish,Bearish
CCL,2020/3/18 0:00,Bearish,Bearish
CCL,2020/3/19 0:00,Bullish,Bearish
CCL,2020/4/13 0:00,Bearish,Bearish
CCL,2020/4/17 0:00,Bullish,Bullish
CCL,2020/4/21 0:00,Bearish,Bearish
CCL,2020/4/27 0:00,Bullish,Bullish
CCL,2020/7/14 0:00,Bearish,Bearish
CCL,2020/7/15 0:00,Bullish,Bearish
CCL,2020/7/16 0:00,Bearish,Bearish
CCL,2020/7/17 0:00,Bearish,Bearish
CCL,2020/7/22 0:00,Bearish,Bearish
CCL,2020/7/28 0:00,Bullish,Bearish
CCL,2020/7/29 0:00,Bullish,Bearish
CCL,2020/8/31 0:00,Bearish,Bearish
CCL,2020/9/28 0:00,Bullish,Bearish
CCL,2020/9/3 0:00,Bullish,Bearish
CCL,2020/9/8 0:00,Bearish,Bearish
CCL,2020/9/9 0:00,Bearish,Bearish
CCL,2021/10/19 0:00,Bearish,Bearish
CCL,2021/10/26 0:00,Bearish,Bearish
CCL,2021/10/27 0:00,Bearish,Bearish
CCL,2021/10/28 0:00,Bullish,Bearish
CCL,2021/11/12 0:00,Bearish,Bearish
CCL,2021/11/15 0:00,Bearish,Bearish
CCL,2021/11/16 0:00,Bearish,Bearish
CCL,2021/11/17 0:00,Bearish,Bearish
CCL,2021/11/18 0:00,Bearish,Bearish
CCL,2021/11/19 0:00,Bearish,Bearish
CCL,2021/11/22 0:00,Bearish,Bearish
CCL,2021/11/23 0:00,Bearish,Bearish
CCL,2021/11/29 0:00,Bullish,Bearish
CCL,2021/11/30 0:00,Bearish,Bearish
CCL,2021/12/1 0:00,Bearish,Bearish
CCL,2021/12/13 0:00,Bearish,Bearish
CCL,2021/12/14 0:00,Bearish,Bearish
CCL,2021/12/15 0:00,Bearish,Bearish
CCL,2021/12/16 0:00,Bearish,Bearish
CCL,2021/12/2 0:00,Bullish,Bearish
CCL,2021/12/29 0:00,Bearish,Bearish
CCL,2021/12/3 0:00,Bearish,Bearish
CCL,2021/12/6 0:00,Bullish,Bearish
CCL,2021/12/7 0:00,Bearish,Bearish
CCL,2021/12/9 0:00,Bearish,Bearish
CCL,2021/2/10 0:00,Bearish,Bearish
CCL,2021/2/18 0:00,Bullish,Bullish
CCL,2021/2/19 0:00,Bullish,Bullish
CCL,2021/2/22 0:00,Bullish,Bullish
CCL,2021/2/23 0:00,Bullish,Bullish
CCL,2021/2/24 0:00,Bullish,Bullish
CCL,2021/2/26 0:00,Bullish,Bullish
CCL,2021/2/9 0:00,Bearish,Bearish
CCL,2021/3/19 0:00,Bullish,Bullish
CCL,2021/3/30 0:00,Bullish,Bullish
CCL,2021/3/31 0:00,Bearish,Bullish
CCL,2021/4/9 0:00,Bullish,Bullish
CCL,2021/5/11 0:00,Bearish,Bearish
CCL,2021/5/21 0:00,Bearish,Bearish
CCL,2021/6/15 0:00,Bearish,Bearish
CCL,2021/6/2 0:00,Bullish,Bullish
CCL,2021/6/21 0:00,Bullish,Bullish
CCL,2021/7/12 0:00,Bearish,Bearish
CCL,2021/7/13 0:00,Bearish,Bearish
CCL,2021/7/14 0:00,Bearish,Bearish
CCL,2021/7/15 0:00,Bearish,Bearish
CCL,2021/7/16 0:00,Bearish,Bearish
CCL,2021/7/19 0:00,Bearish,Bearish
CCL,2021/7/20 0:00,Bullish,Bearish
CCL,2021/7/21 0:00,Bullish,Bearish
CCL,2021/7/22 0:00,Bearish,Bearish
CCL,2021/7/23 0:00,Bearish,Bearish
CCL,2021/7/26 0:00,Bullish,Bearish
CCL,2021/7/27 0:00,Bearish,Bearish
CCL,2021/8/12 0:00,Bearish,Bearish
CCL,2021/8/13 0:00,Bearish,Bearish
CCL,2021/8/4 0:00,Bearish,Bearish
CCL,2021/9/7 0:00,Bullish,Bearish
CCL,2022/1/10 0:00,Bearish,Bearish
CCL,2022/1/14 0:00,Bullish,Bearish
CCL,2022/1/18 0:00,Bearish,Bearish
CCL,2022/1/20 0:00,Bearish,Bearish
CCL,2022/1/21 0:00,Bearish,Bearish
CCL,2022/1/24 0:00,Bearish,Bearish
CCL,2022/1/27 0:00,Bearish,Bullish
CCL,2022/1/4 0:00,Bullish,Bearish
CCL,2022/1/5 0:00,Bearish,Bearish
CCL,2022/1/6 0:00,Bearish,Bearish
CCL,2022/10/10 0:00,Bearish,Bearish
CCL,2022/10/11 0:00,Bullish,Bearish
CCL,2022/10/14 0:00,Bullish,Bearish
CCL,2022/10/17 0:00,Bullish,Bearish
CCL,2022/11/11 0:00,Bullish,Bullish
CCL,2022/11/17 0:00,Bearish,Bearish
CCL,2022/12/5 0:00,Bearish,Bearish
CCL,2022/2/15 0:00,Bullish,Bearish
CCL,2022/2/22 0:00,Bearish,Bearish
CCL,2022/2/23 0:00,Bearish,Bearish
CCL,2022/2/25 0:00,Bullish,Bearish
CCL,2022/2/28 0:00,Bearish,Bearish
CCL,2022/3/1 0:00,Bearish,Bearish
CCL,2022/3/10 0:00,Bullish,Bearish
CCL,2022/3/21 0:00,Bearish,Bearish
CCL,2022/3/22 0:00,Bearish,Bearish
CCL,2022/3/23 0:00,Bearish,Bearish
CCL,2022/3/3 0:00,Bearish,Bearish
CCL,2022/3/4 0:00,Bearish,Bearish
CCL,2022/3/7 0:00,Bearish,Bearish
CCL,2022/3/8 0:00,Bullish,Bearish
CCL,2022/4/22 0:00,Bearish,Bearish
CCL,2022/4/27 0:00,Bearish,Bearish
CCL,2022/4/29 0:00,Bearish,Bearish
CCL,2022/4/6 0:00,Bearish,Bearish
CCL,2022/4/8 0:00,Bearish,Bearish
CCL,2022/5/10 0:00,Bullish,Bearish
CCL,2022/5/11 0:00,Bearish,Bearish
CCL,2022/5/12 0:00,Bearish,Bearish
CCL,2022/5/16 0:00,Bearish,Bearish
CCL,2022/5/19 0:00,Bearish,Bearish
CCL,2022/5/20 0:00,Bearish,Bearish
CCL,2022/5/23 0:00,Bearish,Bearish
CCL,2022/5/24 0:00,Bearish,Bearish
CCL,2022/5/31 0:00,Bearish,Bearish
CCL,2022/5/5 0:00,Bearish,Bearish
CCL,2022/5/9 0:00,Bearish,Bearish
CCL,2022/6/1 0:00,Bearish,Bearish
CCL,2022/6/10 0:00,Bearish,Bearish
CCL,2022/6/13 0:00,Bearish,Bearish
CCL,2022/6/14 0:00,Bearish,Bearish
CCL,2022/6/15 0:00,Bullish,Bearish
CCL,2022/6/16 0:00,Bearish,Bearish
CCL,2022/6/17 0:00,Bullish,Bearish
CCL,2022/6/2 0:00,Bullish,Bearish
CCL,2022/6/21 0:00,Bearish,Bearish
CCL,2022/6/22 0:00,Bullish,Bearish
CCL,2022/6/27 0:00,Bearish,Bearish
CCL,2022/6/28 0:00,Bearish,Bearish
CCL,2022/6/30 0:00,Bearish,Bearish
CCL,2022/6/6 0:00,Bearish,Bearish
CCL,2022/6/8 0:00,Bearish,Bearish
CCL,2022/6/9 0:00,Bearish,Bearish
CCL,2022/7/1 0:00,Bullish,Bearish
CCL,2022/7/11 0:00,Bearish,Bearish
CCL,2022/7/13 0:00,Bearish,Bearish
CCL,2022/7/14 0:00,Bearish,Bearish
CCL,2022/7/18 0:00,Bullish,Bearish
CCL,2022/7/21 0:00,Bearish,Bearish
CCL,2022/8/29 0:00,Bearish,Bearish
CCL,2022/9/1 0:00,Bearish,Bearish
CCL,2022/9/13 0:00,Bearish,Bearish
CCL,2022/9/21 0:00,Bearish,Bearish
CCL,2022/9/26 0:00,Bearish,Bearish
CCL,2023/1/30 0:00,Bullish,Bullish
CCL,2023/1/31 0:00,Bullish,Bullish
CCL,2023/10/13 0:00,Bearish,Bearish
CCL,2023/10/20 0:00,Bearish,Bearish
CCL,2023/10/25 0:00,Bearish,Bearish
CCL,2023/10/27 0:00,Bearish,Bearish
CCL,2023/10/9 0:00,Bearish,Bearish
CCL,2023/11/2 0:00,Bullish,Bullish
CCL,2023/2/1 0:00,Bullish,Bullish
CCL,2023/2/13 0:00,Bullish,Bullish
CCL,2023/2/14 0:00,Bullish,Bullish
CCL,2023/2/15 0:00,Bullish,Bullish
CCL,2023/2/2 0:00,Bullish,Bullish
CCL,2023/2/3 0:00,Bearish,Bullish
CCL,2023/2/6 0:00,Bullish,Bullish
CCL,2023/2/7 0:00,Bullish,Bullish
CCL,2023/2/8 0:00,Bearish,Bullish
CCL,2023/3/15 0:00,Bearish,Bearish
CCL,2023/3/16 0:00,Bullish,Bearish
CCL,2023/3/17 0:00,Bearish,Bearish
CCL,2023/3/22 0:00,Bearish,Bearish
CCL,2023/3/27 0:00,Bearish,Bearish
CCL,2023/3/28 0:00,Bullish,Bearish
CCL,2023/3/31 0:00,Bearish,Bearish
CCL,2023/4/10 0:00,Bullish,Bearish
CCL,2023/4/12 0:00,Bearish,Bearish
CCL,2023/4/13 0:00,Bullish,Bearish
CCL,2023/4/14 0:00,Bearish,Bearish
CCL,2023/4/3 0:00,Bearish,Bearish
CCL,2023/4/4 0:00,Bearish,Bearish
CCL,2023/4/6 0:00,Bearish,Bearish
CCL,2023/5/22 0:00,Bullish,Bullish
CCL,2023/5/25 0:00,Bullish,Bullish
CCL,2023/5/31 0:00,Bearish,Bullish
CCL,2023/6/1 0:00,Bullish,Bullish
CCL,2023/6/12 0:00,Bullish,Bullish
CCL,2023/6/13 0:00,Bullish,Bullish
CCL,2023/6/14 0:00,Bullish,Bullish
CCL,2023/6/15 0:00,Bullish,Bullish
CCL,2023/6/16 0:00,Bearish,Bullish
CCL,2023/6/2 0:00,Bullish,Bullish
CCL,2023/6/20 0:00,Bullish,Bullish
CCL,2023/6/29 0:00,Bearish,Bearish
CCL,2023/6/5 0:00,Bullish,Bullish
CCL,2023/6/8 0:00,Bearish,Bullish
CCL,2023/6/9 0:00,Bullish,Bullish
CCL,2023/8/16 0:00,Bearish,Bearish
CCL,2023/9/12 0:00,Bearish,Bearish
CCL,2023/9/18 0:00,Bearish,Bearish
CCL,2023/9/20 0:00,Bearish,Bearish
CCL,2023/9/21 0:00,Bearish,Bearish
CCL,2023/9/25 0:00,Bearish,Bearish
CMG,2019/10/23 0:00,Bearish,Bearish
CMG,2022/1/26 0:00,Bearish,Bearish
COP,2022/7/22 0:00,Bearish,Bearish
CPT,2023/7/10 0:00,Bullish,Bullish
CRM,2020/12/11 0:00,Bearish,Bearish
CRM,2022/6/14 0:00,Bearish,Bearish
CVS,2019/2/21 0:00,Bearish,Bullish
CVS,2019/4/22 0:00,Bullish,Bullish
CVS,2019/4/23 0:00,Bullish,Bullish
CVS,2019/4/24 0:00,Bearish,Bullish
CVS,2019/4/25 0:00,Bullish,Bullish
CVS,2019/4/26 0:00,Bullish,Bullish
CVS,2019/4/29 0:00,Bullish,Bullish
CVS,2019/4/30 0:00,Bullish,Bullish
CVS,2019/5/6 0:00,Bullish,Bullish
CVS,2021/4/20 0:00,Bullish,Bullish
CVS,2022/10/10 0:00,Bearish,Bearish
CVS,2023/3/14 0:00,Bearish,Bearish
CVS,2023/3/15 0:00,Bearish,Bearish
CVS,2023/3/16 0:00,Bullish,Bearish
CVS,2023/5/22 0:00,Bullish,Bullish
CVX,2021/11/1 0:00,Bullish,Bullish
CVX,2021/2/23 0:00,Bullish,Bullish
CVX,2022/7/18 0:00,Bullish,Bearish
CVX,2023/10/20 0:00,Bearish,Bearish
DAL,2020/12/29 0:00,Bearish,Bearish
DAL,2020/5/15 0:00,Bearish,Bearish
DAL,2020/7/27 0:00,Bearish,Bearish
DAL,2021/4/6 0:00,Bullish,Bullish
DAL,2021/7/15 0:00,Bullish,Bullish
DAL,2022/1/27 0:00,Bearish,Bearish
DAL,2022/4/11 0:00,Bullish,Bearish
DD,2022/1/18 0:00,Bearish,Bearish
DGX,2021/9/22 0:00,Bearish,Bearish
DHR,2023/5/22 0:00,Bullish,Bullish
DIS,2019/11/22 0:00,Bullish,Bullish
DIS,2019/7/10 0:00,Bullish,Bullish
DIS,2020/1/7 0:00,Bullish,Bullish
DIS,2020/1/8 0:00,Bearish,Bullish
DIS,2020/10/13 0:00,Bullish,Bullish
DIS,2020/2/24 0:00,Bearish,Bearish
DIS,2020/2/26 0:00,Bearish,Bearish
DIS,2020/2/3 0:00,Bearish,Bearish
DIS,2020/2/4 0:00,Bullish,Bearish
DIS,2020/2/5 0:00,Bearish,Bearish
DIS,2020/2/6 0:00,Bullish,Bullish
DIS,2020/3/19 0:00,Bullish,Bullish
DIS,2020/3/23 0:00,Bearish,Bearish
DIS,2020/4/13 0:00,Bearish,Bearish
DIS,2020/4/20 0:00,Bearish,Bearish
DIS,2020/4/29 0:00,Bullish,Bearish
DIS,2020/4/30 0:00,Bearish,Bearish
DIS,2020/4/9 0:00,Bullish,Bearish
DIS,2020/5/11 0:00,Bearish,Bearish
DIS,2020/5/6 0:00,Bearish,Bearish
DIS,2020/8/18 0:00,Bearish,Bearish
DIS,2020/8/5 0:00,Bullish,Bullish
DIS,2021/1/28 0:00,Bullish,Bullish
DIS,2021/11/29 0:00,Bearish,Bearish
DIS,2021/12/1 0:00,Bearish,Bearish
DIS,2021/12/2 0:00,Bullish,Bullish
DIS,2021/12/20 0:00,Bearish,Bearish
DIS,2021/12/6 0:00,Bullish,Bullish
DIS,2021/6/24 0:00,Bullish,Bearish
DIS,2021/6/30 0:00,Bullish,Bearish
DIS,2021/7/20 0:00,Bullish,Bullish
DIS,2021/7/23 0:00,Bullish,Bullish
DIS,2021/7/26 0:00,Bullish,Bullish
DIS,2021/8/2 0:00,Bearish,Bearish
DIS,2021/8/3 0:00,Bearish,Bearish
DIS,2021/8/5 0:00,Bullish,Bullish
DIS,2021/8/6 0:00,Bullish,Bullish
DIS,2022/1/10 0:00,Bearish,Bearish
DIS,2022/11/8 0:00,Bearish,Bearish
DIS,2022/2/10 0:00,Bullish,Bullish
DIS,2022/4/14 0:00,Bearish,Bullish
DIS,2022/4/21 0:00,Bearish,Bearish
DIS,2022/4/25 0:00,Bullish,Bullish
DIS,2022/4/28 0:00,Bullish,Bullish
DIS,2022/4/6 0:00,Bearish,Bearish
DIS,2022/5/11 0:00,Bearish,Bearish
DIS,2022/5/12 0:00,Bearish,Bearish
DIS,2022/5/20 0:00,Bearish,Bearish
DIS,2022/6/10 0:00,Bearish,Bearish
DIS,2022/6/13 0:00,Bearish,Bearish
DIS,2022/6/23 0:00,Bullish,Bullish
DIS,2022/7/18 0:00,Bullish,Bearish
DIS,2022/9/8 0:00,Bearish,Bearish
DIS,2023/11/21 0:00,Bearish,Bearish
DIS,2023/2/2 0:00,Bullish,Bullish
DIS,2023/7/18 0:00,Bullish,Bearish
DIS,2023/7/19 0:00,Bullish,Bullish
DIS,2023/9/27 0:00,Bearish,Bearish
DIS,2023/9/6 0:00,Bearish,Bearish
DIS,2023/9/7 0:00,Bearish,Bearish
DIS,2023/9/8 0:00,Bullish,Bearish
DVN,2021/4/12 0:00,Bearish,Bearish
DVN,2022/5/11 0:00,Bullish,Bearish
DVN,2022/6/29 0:00,Bearish,Bearish
DVN,2022/7/29 0:00,Bullish,Bullish
DVN,2023/10/12 0:00,Bearish,Bearish
DVN,2023/10/19 0:00,Bearish,Bearish
DVN,2023/10/20 0:00,Bearish,Bearish
DVN,2023/10/23 0:00,Bearish,Bearish
DVN,2023/10/24 0:00,Bearish,Bearish
DVN,2023/10/30 0:00,Bearish,Bearish
DVN,2023/10/31 0:00,Bullish,Bearish
ED,2023/6/26 0:00,Bearish,Bearish
EOG,2019/3/19 0:00,Bullish,Bullish
ES,2022/11/17 0:00,Bearish,Bearish
ES,2022/11/28 0:00,Bearish,Bearish
EW,2019/3/19 0:00,Bearish,Bearish
F,2019/11/19 0:00,Bearish,Bearish
F,2019/2/22 0:00,Bullish,Bullish
F,2019/2/25 0:00,Bullish,Bullish
F,2019/2/26 0:00,Bullish,Bullish
F,2019/9/17 0:00,Bearish,Bearish
F,2020/3/16 0:00,Bearish,Bearish
F,2020/7/8 0:00,Bearish,Bullish
F,2021/1/7 0:00,Bullish,Bearish
F,2021/10/14 0:00,Bearish,Bearish
F,2021/10/15 0:00,Bullish,Bullish
F,2021/10/22 0:00,Bearish,Bullish
F,2021/10/26 0:00,Bearish,Bearish
F,2021/10/27 0:00,Bearish,Bullish
F,2021/10/28 0:00,Bullish,Bullish
F,2021/12/14 0:00,Bearish,Bearish
F,2021/12/16 0:00,Bullish,Bearish
F,2021/12/21 0:00,Bullish,Bearish
F,2021/3/26 0:00,Bearish,Bearish
F,2021/3/29 0:00,Bearish,Bearish
F,2021/6/11 0:00,Bullish,Bullish
F,2021/6/16 0:00,Bullish,Bullish
F,2021/8/20 0:00,Bearish,Bearish
F,2021/9/29 0:00,Bearish,Bearish
F,2021/9/30 0:00,Bearish,Bullish
F,2022/1/13 0:00,Bullish,Bullish
F,2022/1/20 0:00,Bearish,Bearish
F,2022/1/5 0:00,Bearish,Bearish
F,2022/10/14 0:00,Bearish,Bearish
F,2022/11/2 0:00,Bearish,Bearish
F,2022/12/27 0:00,Bearish,Bearish
F,2022/12/29 0:00,Bullish,Bearish
F,2022/2/10 0:00,Bearish,Bearish
F,2022/2/11 0:00,Bearish,Bearish
F,2022/2/14 0:00,Bearish,Bearish
F,2022/2/16 0:00,Bearish,Bearish
F,2022/2/17 0:00,Bearish,Bearish
F,2022/2/18 0:00,Bullish,Bearish
F,2022/2/22 0:00,Bearish,Bearish
F,2022/2/23 0:00,Bearish,Bearish
F,2022/2/25 0:00,Bullish,Bearish
F,2022/2/28 0:00,Bearish,Bearish
F,2022/2/7 0:00,Bearish,Bearish
F,2022/2/8 0:00,Bearish,Bearish
F,2022/3/1 0:00,Bearish,Bearish
F,2022/3/14 0:00,Bearish,Bearish
F,2022/3/15 0:00,Bullish,Bearish
F,2022/3/2 0:00,Bullish,Bearish
F,2022/3/3 0:00,Bearish,Bearish
F,2022/3/4 0:00,Bearish,Bearish
